use_cases,features,budget,rank1_product,rank1_score,rank2_product,rank2_score,rank3_product,rank3_score
lifestyle_fitness,design_classic,under_650,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.68,whoop_5_0_peak_2025,0.61
lifestyle_fitness,design_classic,unlimited,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.68,garmin_fenix_8_2024,0.68
lifestyle_fitness,with_display,no_budget,apple_watch_series11_2025,1.0,garmin_forerunner_970_2025,0.88,garmin_fenix_8_2024,0.88
lifestyle_fitness,with_display,under_200,apple_watch_series11_2025,0.7,garmin_forerunner_970_2025,0.616,garmin_fenix_8_2024,0.616
lifestyle_fitness,with_display,under_350,apple_watch_series11_2025,0.7,garmin_forerunner_970_2025,0.616,garmin_fenix_8_2024,0.616
lifestyle_fitness,with_display,under_500,apple_watch_series11_2025,1.0,garmin_forerunner_970_2025,0.616,garmin_fenix_8_2024,0.616
lifestyle_fitness,with_display,under_650,apple_watch_series11_2025,1.0,garmin_forerunner_970_2025,0.88,garmin_fenix_8_2024,0.616
lifestyle_fitness,with_display,unlimited,apple_watch_series11_2025,1.0,garmin_forerunner_970_2025,0.88,garmin_fenix_8_2024,0.88
lifestyle_fitness,no_display,no_budget,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.68
lifestyle_fitness,no_display,under_200,whoop_5_0_peak_2025,0.602,apple_watch_series11_2025,0.525,garmin_forerunner_970_2025,0.476
lifestyle_fitness,no_display,under_350,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.525,garmin_forerunner_970_2025,0.476
lifestyle_fitness,no_display,under_500,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.476
lifestyle_fitness,no_display,under_650,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.68
lifestyle_fitness,no_display,unlimited,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.75,garmin_forerunner_970_2025,0.68
lifestyle_fitness,sleep_monitor,no_budget,apple_watch_series11_2025,0.95,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88
lifestyle_fitness,sleep_monitor,under_200,apple_watch_series11_2025,0.665,garmin_fenix_8_2024,0.651,garmin_forerunner_970_2025,0.616
lifestyle_fitness,sleep_monitor,under_350,whoop_5_0_peak_2025,0.86,apple_watch_series11_2025,0.665,garmin_fenix_8_2024,0.651
lifestyle_fitness,sleep_monitor,under_500,apple_watch_series11_2025,0.95,whoop_5_0_peak_2025,0.86,garmin_fenix_8_2024,0.651
lifestyle_fitness,sleep_monitor,under_650,apple_watch_series11_2025,0.95,garmin_forerunner_970_2025,0.88,whoop_5_0_peak_2025,0.86
lifestyle_fitness,sleep_monitor,unlimited,apple_watch_series11_2025,0.95,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88
lifestyle_fitness,stress_monitor,no_budget,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,apple_watch_series11_2025,0.9
lifestyle_fitness,stress_monitor,under_200,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651,apple_watch_series11_2025,0.63
lifestyle_fitness,stress_monitor,under_350,whoop_5_0_peak_2025,0.86,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651
lifestyle_fitness,stress_monitor,under_500,apple_watch_series11_2025,0.9,whoop_5_0_peak_2025,0.86,garmin_forerunner_970_2025,0.651
lifestyle_fitness,stress_monitor,under_650,garmin_forerunner_970_2025,0.93,apple_watch_series11_2025,0.9,whoop_5_0_peak_2025,0.86
lifestyle_fitness,stress_monitor,unlimited,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,apple_watch_series11_2025,0.9
lifestyle_fitness,ecg_hrv,no_budget,apple_watch_series11_2025,1.0,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88
lifestyle_fitness,ecg_hrv,under_200,apple_watch_series11_2025,0.7,garmin_fenix_8_2024,0.651,garmin_forerunner_970_2025,0.616
lifestyle_fitness,ecg_hrv,under_350,whoop_5_0_peak_2025,0.81,apple_watch_series11_2025,0.7,garmin_fenix_8_2024,0.651
lifestyle_fitness,ecg_hrv,under_500,apple_watch_series11_2025,1.0,whoop_5_0_peak_2025,0.81,garmin_fenix_8_2024,0.651
lifestyle_fitness,ecg_hrv,under_650,apple_watch_series11_2025,1.0,garmin_forerunner_970_2025,0.88,whoop_5_0_peak_2025,0.81
lifestyle_fitness,ecg_hrv,unlimited,apple_watch_series11_2025,1.0,garmin_fenix_8_2024,0.93,garmin_forerunner_970_2025,0.88
lifestyle_fitness,vo2_max,no_budget,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,apple_watch_series11_2025,0.9
lifestyle_fitness,vo2_max,under_200,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651,apple_watch_series11_2025,0.63
lifestyle_fitness,vo2_max,under_350,whoop_5_0_peak_2025,0.76,garmin_forerunner_970_2025,0.651,garmin_fenix_8_2024,0.651
lifestyle_fitness,vo2_max,under_500,apple_watch_series11_2025,0.9,whoop_5_0_peak_2025,0.76,garmin_forerunner_970_2025,0.651
lifestyle_fitness,vo2_max,under_650,garmin_forerunner_970_2025,0.93,apple_watch_series11_2025,0.9,whoop_5_0_peak_2025,0.76
lifestyle_fitness,vo2_max,unlimited,garmin_forerunner_970_2025,0.93,garmin_fenix_8_2024,0.93,apple_watch_series11_2025,0.9
running_cycling,light_comfortable,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
running_cycling,light_comfortable,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
running_cycling,light_comfortable,under_350,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
running_cycling,light_comfortable,under_500,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.7
running_cycling,light_comfortable,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.79
running_cycling,light_comfortable,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
running_cycling,long_battery,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.78
running_cycling,long_battery,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.546
running_cycling,long_battery,under_350,whoop_5_0_peak_2025,0.74,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
running_cycling,long_battery,under_500,apple_watch_series11_2025,0.78,whoop_5_0_peak_2025,0.74,garmin_forerunner_970_2025,0.7
running_cycling,long_battery,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.78,whoop_5_0_peak_2025,0.74
running_cycling,long_battery,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.78
running_cycling,water_resistance,no_budget,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
running_cycling,water_resistance,under_200,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665,apple_watch_series11_2025,0.616
running_cycling,water_resistance,under_350,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665
running_cycling,water_resistance,under_500,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.7
running_cycling,water_resistance,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.74
running_cycling,water_resistance,unlimited,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
running_cycling,gps_accuracy,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
running_cycling,gps_accuracy,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
running_cycling,gps_accuracy,under_350,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
running_cycling,gps_accuracy,under_500,apple_watch_series11_2025,0.88,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
running_cycling,gps_accuracy,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.88,garmin_fenix_8_2024,0.7
running_cycling,gps_accuracy,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
running_cycling,smartphone_independent,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,smartphone_independent,under_200,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,smartphone_independent,under_350,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,smartphone_independent,under_500,apple_watch_series11_2025,0.93,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665
running_cycling,smartphone_independent,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,garmin_fenix_8_2024,0.665
running_cycling,smartphone_independent,unlimited,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,app_ecosystem,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,app_ecosystem,under_200,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,app_ecosystem,under_350,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665
running_cycling,app_ecosystem,under_500,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.665
running_cycling,app_ecosystem,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.69
running_cycling,app_ecosystem,unlimited,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,design_modern,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,design_modern,under_200,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,design_modern,under_350,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665
running_cycling,design_modern,under_500,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.69,garmin_forerunner_970_2025,0.665
running_cycling,design_modern,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.69
running_cycling,design_modern,unlimited,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,design_classic,no_budget,garmin_forerunner_970_2025,0.75,garmin_fenix_8_2024,0.75,apple_watch_series11_2025,0.68
running_cycling,design_classic,under_200,garmin_forerunner_970_2025,0.525,garmin_fenix_8_2024,0.525,apple_watch_series11_2025,0.476
running_cycling,design_classic,under_350,whoop_5_0_peak_2025,0.54,garmin_forerunner_970_2025,0.525,garmin_fenix_8_2024,0.525
running_cycling,design_classic,under_500,apple_watch_series11_2025,0.68,whoop_5_0_peak_2025,0.54,garmin_forerunner_970_2025,0.525
running_cycling,design_classic,under_650,garmin_forerunner_970_2025,0.75,apple_watch_series11_2025,0.68,whoop_5_0_peak_2025,0.54
running_cycling,design_classic,unlimited,garmin_forerunner_970_2025,0.75,garmin_fenix_8_2024,0.75,apple_watch_series11_2025,0.68
running_cycling,with_display,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,with_display,under_200,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,with_display,under_350,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
running_cycling,with_display,under_500,apple_watch_series11_2025,0.93,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665
running_cycling,with_display,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,garmin_fenix_8_2024,0.665
running_cycling,with_display,unlimited,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
running_cycling,no_display,no_budget,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.75,garmin_fenix_8_2024,0.75
running_cycling,no_display,under_200,whoop_5_0_peak_2025,0.553,garmin_forerunner_970_2025,0.525,garmin_fenix_8_2024,0.525
running_cycling,no_display,under_350,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.525,garmin_fenix_8_2024,0.525
running_cycling,no_display,under_500,whoop_5_0_peak_2025,0.79,apple_watch_series11_2025,0.68,garmin_forerunner_970_2025,0.525
running_cycling,no_display,under_650,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.75,apple_watch_series11_2025,0.68
running_cycling,no_display,unlimited,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.75,garmin_fenix_8_2024,0.75
running_cycling,sleep_monitor,no_budget,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
running_cycling,sleep_monitor,under_200,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665,apple_watch_series11_2025,0.616
running_cycling,sleep_monitor,under_350,whoop_5_0_peak_2025,0.79,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665
running_cycling,sleep_monitor,under_500,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.79,garmin_fenix_8_2024,0.7
running_cycling,sleep_monitor,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.79
running_cycling,sleep_monitor,unlimited,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
running_cycling,stress_monitor,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.83
running_cycling,stress_monitor,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.581
running_cycling,stress_monitor,under_350,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
running_cycling,stress_monitor,under_500,apple_watch_series11_2025,0.83,whoop_5_0_peak_2025,0.79,garmin_forerunner_970_2025,0.7
running_cycling,stress_monitor,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.83,whoop_5_0_peak_2025,0.79
running_cycling,stress_monitor,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.83
running_cycling,ecg_hrv,no_budget,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93
running_cycling,ecg_hrv,under_200,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665,apple_watch_series11_2025,0.651
running_cycling,ecg_hrv,under_350,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665
running_cycling,ecg_hrv,under_500,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.74,garmin_fenix_8_2024,0.7
running_cycling,ecg_hrv,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,whoop_5_0_peak_2025,0.74
running_cycling,ecg_hrv,unlimited,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93
running_cycling,vo2_max,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.83
running_cycling,vo2_max,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.581
running_cycling,vo2_max,under_350,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,whoop_5_0_peak_2025,0.69
running_cycling,vo2_max,under_500,apple_watch_series11_2025,0.83,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
running_cycling,vo2_max,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.83,garmin_fenix_8_2024,0.7
running_cycling,vo2_max,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.83
hiking,light_comfortable,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
hiking,light_comfortable,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
hiking,light_comfortable,under_350,whoop_5_0_peak_2025,0.72,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
hiking,light_comfortable,under_500,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.72,garmin_forerunner_970_2025,0.7
hiking,light_comfortable,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.88,whoop_5_0_peak_2025,0.72
hiking,light_comfortable,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
hiking,long_battery,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.78
hiking,long_battery,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.546
hiking,long_battery,under_350,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,whoop_5_0_peak_2025,0.67
hiking,long_battery,under_500,apple_watch_series11_2025,0.78,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
hiking,long_battery,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.78,garmin_fenix_8_2024,0.7
hiking,long_battery,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.78
hiking,water_resistance,no_budget,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
hiking,water_resistance,under_200,garmin_fenix_8_2024,0.7,garmin_forerunner_970_2025,0.665,apple_watch_series11_2025,0.616
hiking,water_resistance,under_350,garmin_fenix_8_2024,0.7,whoop_5_0_peak_2025,0.67,garmin_forerunner_970_2025,0.665
hiking,water_resistance,under_500,apple_watch_series11_2025,0.88,garmin_fenix_8_2024,0.7,whoop_5_0_peak_2025,0.67
hiking,water_resistance,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88,garmin_fenix_8_2024,0.7
hiking,water_resistance,unlimited,garmin_fenix_8_2024,1.0,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.88
hiking,gps_accuracy,no_budget,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
hiking,gps_accuracy,under_200,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
hiking,gps_accuracy,under_350,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7,apple_watch_series11_2025,0.616
hiking,gps_accuracy,under_500,apple_watch_series11_2025,0.88,garmin_forerunner_970_2025,0.7,garmin_fenix_8_2024,0.7
hiking,gps_accuracy,under_650,garmin_forerunner_970_2025,1.0,apple_watch_series11_2025,0.88,garmin_fenix_8_2024,0.7
hiking,gps_accuracy,unlimited,garmin_forerunner_970_2025,1.0,garmin_fenix_8_2024,1.0,apple_watch_series11_2025,0.88
hiking,smartphone_independent,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
hiking,smartphone_independent,under_200,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
hiking,smartphone_independent,under_350,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665,apple_watch_series11_2025,0.651
hiking,smartphone_independent,under_500,apple_watch_series11_2025,0.93,garmin_forerunner_970_2025,0.665,garmin_fenix_8_2024,0.665
hiking,smartphone_independent,under_650,garmin_forerunner_970_2025,0.95,apple_watch_series11_2025,0.93,garmin_fenix_8_2024,0.665
hiking,smartphone_independent,unlimited,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
hiking,app_ecosystem,no_budget,garmin_forerunner_970_2025,0.95,garmin_fenix_8_2024,0.95,apple_watch_series11_2025,0.93
